32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	184
32	200
16	200
16	200
16	200
16	200
16	200
16  /   200
16      200
16      200
16      200
16      200
16      200
16  /   200
16	200
16	200
16	200
16	200
16	200
16	416
16	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	200
16	200
16	200
16	200
16	200
16	200
16  /   200
16      200
16      200
16      200
16      200
16  /   200
16	200
16	200
16	200
16	200
16	200
16	200
16	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	400
32	184
32	200
16	200
16	200
16	200
16	200
16	200
16  /   200
16      200
16      200
16      200
16      200
16      200
16  /   200
16	200
16	200
16	200
16	200
16	200
16	416
16	400
32	400
32	400
32	400
32	400
